bytes_in,bytes_out,creation_time,end_time,src_ip,src_ip_country_code,protocol,response.code,dst_port,dst_ip,rule_names,observation_name,source.meta,source.name,time,detection_types,hour,dayofweek,duration_sec,anomaly
5810,13090,2024-04-26 00:10:00+00:00,2024-04-26 00:20:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 00:10:00+00:00,0,0,4,600.0,0
28730,28386,2024-04-26 00:10:00+00:00,2024-04-26 00:20:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 00:10:00+00:00,0,0,4,600.0,0
29002,15654,2024-04-26 00:10:00+00:00,2024-04-26 00:20:00+00:00,9,2,0,200,443,0,0,0,0,0,2024-04-26 00:10:00+00:00,0,0,4,600.0,0
44270,21924,2024-04-26 00:10:00+00:00,2024-04-26 00:20:00+00:00,0,6,0,200,443,0,0,0,0,0,2024-04-26 00:10:00+00:00,0,0,4,600.0,0
2019990,55292,2024-04-26 00:10:00+00:00,2024-04-26 00:20:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 00:10:00+00:00,0,0,4,600.0,0
3498,2800,2024-04-26 00:10:00+00:00,2024-04-26 00:20:00+00:00,27,4,0,200,443,0,0,0,0,0,2024-04-26 00:10:00+00:00,0,0,4,600.0,0
16698,26610,2024-04-26 00:10:00+00:00,2024-04-26 00:20:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 00:10:00+00:00,0,0,4,600.0,0
4794053,290955,2024-04-26 00:10:00+00:00,2024-04-26 00:20:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 00:10:00+00:00,0,0,4,600.0,0
6606,12794,2024-04-26 00:10:00+00:00,2024-04-26 00:20:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 00:10:00+00:00,0,0,4,600.0,0
9910,14760,2024-04-26 00:10:00+00:00,2024-04-26 00:20:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 00:10:00+00:00,0,0,4,600.0,0
26250,13404,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 00:20:00+00:00,0,0,4,600.0,0
21448,32494,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 00:20:00+00:00,0,0,4,600.0,0
28524,13364,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,8,2,0,200,443,0,0,0,0,0,2024-04-26 00:20:00+00:00,0,0,4,600.0,0
9600,22230,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 00:20:00+00:00,0,0,4,600.0,0
7786,14138,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,27,4,0,200,443,0,0,0,0,0,2024-04-26 00:20:00+00:00,0,0,4,600.0,0
33662,9572,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 00:20:00+00:00,0,0,4,600.0,0
6480,11794,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 00:20:00+00:00,0,0,4,600.0,0
16698,19255,2024-04-26 00:20:00+00:00,2024-04-26 00:30:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 00:20:00+00:00,0,0,4,600.0,0
4018,3144,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 00:30:00+00:00,0,0,4,600.0,0
38560,34470,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 00:30:00+00:00,0,0,4,600.0,0
57088,12210,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,8,2,0,200,443,0,0,0,0,0,2024-04-26 00:30:00+00:00,0,0,4,600.0,0
1215594,64362,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 00:30:00+00:00,0,0,4,600.0,0
3514,2648,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,27,4,0,200,443,0,0,0,0,0,2024-04-26 00:30:00+00:00,0,0,4,600.0,0
13338,17636,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 00:30:00+00:00,0,0,4,600.0,0
4803684,294875,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 00:30:00+00:00,0,0,4,600.0,0
13132,18249,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 00:30:00+00:00,0,0,4,600.0,0
5238,11674,2024-04-26 00:30:00+00:00,2024-04-26 00:40:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 00:30:00+00:00,0,0,4,600.0,0
9052,5162,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,12,6,0,200,443,0,0,0,0,0,2024-04-26 00:40:00+00:00,0,0,4,600.0,0
31076,39744,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 00:40:00+00:00,0,0,4,600.0,0
28518,13366,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,8,2,0,200,443,0,0,0,0,0,2024-04-26 00:40:00+00:00,0,0,4,600.0,0
43660,12924,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,0,6,0,200,443,0,0,0,0,0,2024-04-26 00:40:00+00:00,0,0,4,600.0,0
26820,45260,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 00:40:00+00:00,0,0,4,600.0,0
3206,11038,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,13,6,0,200,443,0,0,0,0,0,2024-04-26 00:40:00+00:00,0,0,4,600.0,0
35894,10094,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 00:40:00+00:00,0,0,4,600.0,0
9132,5756,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 00:40:00+00:00,0,0,4,600.0,0
4801644,292969,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 00:40:00+00:00,0,0,4,600.0,0
22790,40397,2024-04-26 00:40:00+00:00,2024-04-26 00:50:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 00:40:00+00:00,0,0,4,600.0,0
29040,16476,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,12,6,0,200,443,0,0,0,0,0,2024-04-26 00:50:00+00:00,0,0,4,600.0,0
27938,4626,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,8,2,0,200,443,0,0,0,0,0,2024-04-26 00:50:00+00:00,0,0,4,600.0,0
34660,10044,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 00:50:00+00:00,0,0,4,600.0,0
5238,11776,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 00:50:00+00:00,0,0,4,600.0,0
4809606,290761,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 00:50:00+00:00,0,0,4,600.0,0
6742,13419,2024-04-26 00:50:00+00:00,2024-04-26 01:00:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 00:50:00+00:00,0,0,4,600.0,0
4138,3144,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 01:00:00+00:00,0,1,4,600.0,0
10262,16182,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 01:00:00+00:00,0,1,4,600.0,0
28048,4730,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,8,2,0,200,443,0,0,0,0,0,2024-04-26 01:00:00+00:00,0,1,4,600.0,0
4064,11386,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,27,4,0,200,443,0,0,0,0,0,2024-04-26 01:00:00+00:00,0,1,4,600.0,0
47774,23406,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 01:00:00+00:00,0,1,4,600.0,0
3326,11038,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,13,6,0,200,443,0,0,0,0,0,2024-04-26 01:00:00+00:00,0,1,4,600.0,0
9336,23450,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 01:00:00+00:00,0,1,4,600.0,0
4827283,306181,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 01:00:00+00:00,0,1,4,600.0,0
10830,23370,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 01:00:00+00:00,0,1,4,600.0,0
9806,14344,2024-04-26 01:00:00+00:00,2024-04-26 01:10:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 01:00:00+00:00,0,1,4,600.0,0
16062,27514,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 01:10:00+00:00,0,1,4,600.0,0
29010,15550,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,9,2,0,200,443,0,0,0,0,0,2024-04-26 01:10:00+00:00,0,1,4,600.0,0
3722,2694,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,27,4,0,200,443,0,0,0,0,0,2024-04-26 01:10:00+00:00,0,1,4,600.0,0
7182,12958,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 01:10:00+00:00,0,1,4,600.0,0
3102,11142,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,13,6,0,200,443,0,0,0,0,0,2024-04-26 01:10:00+00:00,0,1,4,600.0,0
10012,14968,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 01:10:00+00:00,0,1,4,600.0,0
4776536,289969,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 01:10:00+00:00,0,1,4,600.0,0
528,858,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 01:10:00+00:00,0,1,4,600.0,0
6376,11690,2024-04-26 01:10:00+00:00,2024-04-26 01:20:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 01:10:00+00:00,0,1,4,600.0,0
9620,16178,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 01:20:00+00:00,0,1,4,600.0,0
24442,25574,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 01:20:00+00:00,0,1,4,600.0,0
29586,15754,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,8,2,0,200,443,0,0,0,0,0,2024-04-26 01:20:00+00:00,0,1,4,600.0,0
30178,14280,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,0,6,0,200,443,0,0,0,0,0,2024-04-26 01:20:00+00:00,0,1,4,600.0,0
1889834,34306,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 01:20:00+00:00,0,1,4,600.0,0
5154,2878,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 01:20:00+00:00,0,1,4,600.0,0
12764,26284,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 01:20:00+00:00,0,1,4,600.0,0
4788904,294113,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 01:20:00+00:00,0,1,4,600.0,0
22366,31577,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 01:20:00+00:00,0,1,4,600.0,0
6376,11690,2024-04-26 01:20:00+00:00,2024-04-26 01:30:00+00:00,4,1,0,200,443,0,0,0,0,0,2024-04-26 01:20:00+00:00,0,1,4,600.0,0
3618,2878,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,5,0,0,200,443,0,0,0,0,0,2024-04-26 01:30:00+00:00,0,1,4,600.0,0
23680,33014,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 01:30:00+00:00,0,1,4,600.0,0
28388,13468,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,8,2,0,200,443,0,0,0,0,0,2024-04-26 01:30:00+00:00,0,1,4,600.0,0
43840,13960,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,0,6,0,200,443,0,0,0,0,0,2024-04-26 01:30:00+00:00,0,1,4,600.0,0
1253276,46666,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,10,5,0,200,443,0,0,0,0,0,2024-04-26 01:30:00+00:00,0,1,4,600.0,0
4080,11386,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,27,4,0,200,443,0,0,0,0,0,2024-04-26 01:30:00+00:00,0,1,4,600.0,0
3206,11038,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,13,6,0,200,443,0,0,0,0,0,2024-04-26 01:30:00+00:00,0,1,4,600.0,0
14222,9362,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,11,3,0,200,443,0,0,0,0,0,2024-04-26 01:30:00+00:00,0,1,4,600.0,0
4808787,301495,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 01:30:00+00:00,0,1,4,600.0,0
7294,13707,2024-04-26 01:30:00+00:00,2024-04-26 01:40:00+00:00,7,2,0,200,443,0,0,0,0,0,2024-04-26 01:30:00+00:00,0,1,4,600.0,0
5824,12018,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,12,6,0,200,443,0,0,0,0,0,2024-04-26 01:40:00+00:00,0,1,4,600.0,0
5492,12046,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,1,6,0,200,443,0,0,0,0,0,2024-04-26 01:40:00+00:00,0,1,4,600.0,0
28644,7330,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,9,2,0,200,443,0,0,0,0,0,2024-04-26 01:40:00+00:00,0,1,4,600.0,0
3206,11142,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,13,6,0,200,443,0,0,0,0,0,2024-04-26 01:40:00+00:00,0,1,4,600.0,0
38780,18682,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,2,2,0,200,443,0,0,0,0,0,2024-04-26 01:40:00+00:00,0,1,4,600.0,0
4869181,301752,2024-04-26 01:40:00+00:00,2024-04-26 01:50:00+00:00,6,6,0,200,443,0,0,0,0,0,2024-04-26 01:40:00+00:00,0,1,4,600.0,0
